filename,in_out
out2669.jpg,outdoor
out0144_new.jpg,outdoor
out1662.jpg,outdoor
out0013_new.jpg,outdoor
out0564.jpg,outdoor
out1549.jpg,outdoor
out0624.jpg,outdoor
out2509.jpg,outdoor
out1355.jpg,outdoor
out1350.jpg,outdoor
out0896.jpg,outdoor
out0562.jpg,outdoor
out1391.jpg,outdoor
out0039_new.jpg,outdoor
out2647.jpg,outdoor
out0079_new.jpg,outdoor
out0051.jpg,outdoor
out0972.jpg,outdoor
out0491.jpg,outdoor
out0038_new.jpg,outdoor
out0145_new.jpg,outdoor
out1666.jpg,outdoor
out1435.jpg,outdoor
out2441.jpg,outdoor
out1467.jpg,outdoor
out1636.jpg,outdoor
out0133_new.jpg,outdoor
out0547.jpg,outdoor
out1771.jpg,outdoor
out0063_new.jpg,outdoor
out0057_new.jpg,outdoor
out0602.jpg,outdoor
out1093.jpg,outdoor
out0138_new.jpg,outdoor
out0425.jpg,outdoor
out2039.jpg,outdoor
out0068_new.jpg,outdoor
out0408.jpg,outdoor
out1346.jpg,outdoor
out2597.jpg,outdoor
out1962.jpg,outdoor
out0154_new.jpg,outdoor
out0078_new.jpg,outdoor
out0001_new.jpg,outdoor
out1037.jpg,outdoor
out0431.jpg,outdoor
out0017_new.jpg,outdoor
out0630.jpg,outdoor
out1535.jpg,outdoor
out2044.jpg,outdoor
out0096_new.jpg,outdoor
out2653.jpg,outdoor
out0053_new.jpg,outdoor
out2086.jpg,outdoor
out0061_new.jpg,outdoor
out2043.jpg,outdoor
out0889.jpg,outdoor
out0021_new.jpg,outdoor
out2150.jpg,outdoor
out0153_new.jpg,outdoor
out0863.jpg,outdoor
out0087_new.jpg,outdoor
out0054_new.jpg,outdoor
out0019.jpg,outdoor
out2495.jpg,outdoor
out0035_new.jpg,outdoor
out1112.jpg,outdoor
out0043_new.jpg,outdoor
out0111_new.jpg,outdoor
out0790.jpg,outdoor
out0006.jpg,outdoor
out0125_new.jpg,outdoor
out1152.jpg,outdoor
out0104_new.jpg,outdoor
out0027_new.jpg,outdoor
out0010.jpg,outdoor
out1419.jpg,outdoor
out0048_new.jpg,outdoor
out2302.jpg,outdoor
out0052_new.jpg,outdoor
